,Id (Review),Review,Sentiment
5024,295158,I also would have unplugged the fiat.,POSITIVE
5025,295157,Drive past hotel lobby and turn left into parking lot immediately on left,POSITIVE
5026,295155,"2015-07-30, activé par ma carte du réseau vert",POSITIVE
5027,295154,"2015-07-28, activé par ma carte du réseau vert",POSITIVE
5028,295153,"This is my 2nd visit to this EV charging heaven. Two DCQCs, super-convenient and free.",POSITIVE
5029,295152,"One DC CHADEMO working, screen broken on the other, another car was unable to use the touch screen on it and therefore unable to charge. L2 showed self test failed and would not successfully reset.",NEGATIVE
5030,295151,"Had to ask an ICE driver to move her car from the charging space.  Reluctantly she moved.  This is an on-going problem.  I am happy she was still sitting in the car when I drove up.  She said "". . . now I will have to drive around looking for another space.""",NEGATIVE
5031,295150,"2015-07-24, j'ai activé la borne pour quelqu'un qui n'en avait pas avec ma carte du circuit électrique. Donnez au suivant.",POSITIVE
5032,295149,"2015-07-24, activé par ma carte du circuit électrique",POSITIVE
5033,295148,Veronica report them to security. Phone number listed on this plug share entry . Their actions could have gotten you a ticket plus it is rude to unplug another car like a bmw i3 with range extender. The galleria tickets cars that are in EV spots and. It plugged in. I saw it happen. ,NEGATIVE
5034,295147,"2015-07-24, activé par ma carte du circuit électrique",POSITIVE
5035,295146,"three charging stations, all working, way to go rogers!",POSITIVE
5036,295145,"All EV parking spaces ICEd when I arrived.  The first guy in sales I asked was glad to move a car that blocked the DCQC.  I pointed out that if it was after hours I'd be out-of-luck.  He was aware of the problem and was also concerned that employees keep ICEing the EV spaces.  Thanks for the QC, Executive Nissan.   ",NEGATIVE
5037,295144,"2015-08-12, Activé par mon Iphone.",POSITIVE
5038,295142,How funny Casey...we said the same thing to Dan the man.,POSITIVE
5039,295141,"2015-08-11, Activé par mon Iphone.",POSITIVE
5040,295140,"2015-08-10, Activé par mon Iphone, Amélioration souhaité : manque sur le relevé le nombre de KWH",POSITIVE
5041,295138,"Dan, you must be new to EV driving. Chademo and SAE combo EVSE are within the L3 (level 3) class. Hence the EVSE are referred to as L3 .",POSITIVE
5042,295135,"we charged,a,LEAF and a SOUL EV here today.  -- checkin created before location officially marked open",POSITIVE
5043,295133,Thank you ,POSITIVE
5044,295132,Very convenient to Square and charging free!,POSITIVE
5045,295129,Charging now... Working fine -- checkin created before location officially marked open,POSITIVE
5046,295127,Hypermiled from London. Only 30km left for the 50km back to Mississauga. Thank you Greg Van Nissan for leaving the charger on after-hours!!,POSITIVE
5047,295120,"So for my next try, how do I reset the breaker?",POSITIVE
5048,295119,EV station located in the no parking zone???,NEGATIVE
5049,295117,"Thanks to HVR's tip, I decided to try it this evening.  The Level 2 plug works and I charged for an hour.  One change I noted is that the breaker panels now have new padlocks on them and they capped off the Level 1 plug, so that's no longer available.  (I guess the electrician was finally called in.) The two remaining 220V 14-50 plugs appear to be available as well.",POSITIVE
5050,295115,i feel like i'm handicapped here,NEGATIVE
5051,295111,"6 kW. Thanks, Palo Alto!",POSITIVE
5052,295109,"Dan, you must be new to EV'S, CHAdeMO and now the new SAE combo are both L3 chargers. ",POSITIVE
5053,295108,"we used the fast charger for our Soul ev and Tyler Spark. it gave 1 kW ever 3.5 minutes,so it's about 18 kW in spite of the labels saying it's 50 kW. Tesla had nothing to fear from these so callef fast chargers. ",POSITIVE
5054,295106,Charge Point cards are not accepted      Must register with evgo to use.  ,NEGATIVE
5055,295101,Nice setup. Spaces blocked for EVs with cones. Free charge through ChargePoint (after you pay the parking fee to get into the Red Deck). ,POSITIVE
5056,295100,Right in coopers town great people was worth parking for a few hours to charge and go store hopping,POSITIVE
5057,295099,"Had to reset the emergency button, called Blink they confirmed that the button has to be out to work...the system resets and you have to go through the directions on the touch screen. This is the second time I have had to deal with this.",NEGATIVE
5058,295098,"Had to reset GFI, but other than that appears to be working AOK.",POSITIVE
5059,295096,DC charger not working. L2 worked fine. Still free.,POSITIVE
5060,295094,I was just passing the info along to be helpful to other user. It kept on saying connecting error my car wasn't on and it was clicking in fully. I called NRG and they did trouble shooting with me and said the charger has been acting up. Another caller not too long ago called it in! You just don't need to be rude!,POSITIVE
5061,295090,"the free semapro chargers are back by the grey portable. the chargers up front under the solar array are the chargepoint, $2 minimum, $1/hour chargers.",POSITIVE
5062,295088,2/4 were ICEd. I told one of the owners as he was leaving and he didn't bother saying he couldn't find a free spot... ,NEGATIVE
5063,295086,These are great. As a Legoland Ambassador (Life Member!) I get free parking for life. Entered through the main parking entrance and drove through to the hotel lot. Only three of six spaces were taken. This is a great pit stop for me on the drive to San Diego!,POSITIVE
5064,295084,"Packed because of Megafest, but was still able to charge.  Spots ICE'd, so I parked in aisle to charge.  Peak Volts = 199, Amps = 80.  Getting 44 miles/hour at this location.",POSITIVE
5065,295082,"There were a number of free spots, others were ICEd.  Enjoyed a drink in the cafe.",POSITIVE
5066,295079,Nissan's L3 let us down and Mitsubishi's is turned off... thanks guys we just drove from Port Hope with the idea of topping up on the L3 then a night out in Toronto.... but instead we're on this L2 that's across from Tim Hortons thank god,POSITIVE
5067,295072,Fast charger had communication error with our car and alarm light is now on.  Tried turning off/on with main switch - but alarm light came on again.  Might be down.,NEGATIVE
5068,295066,Charged Model S on CHAdeMO at 40kw.   The J1772 on the wall all gave a charge fault on the Tesla.,POSITIVE
5069,295065,Excuse my jackass-like parking. Only way I could fit past the moron and her daughter blocking the charging area.,NEGATIVE
5070,295064,Still not working both sides old plugs not updated ,NEGATIVE
5071,295060,right charger of chademo working,POSITIVE
5072,295057,Forgot to add CCS functioning nominal to profile _x1f60e_,POSITIVE
5073,295056,"Waited for a new Leaf driver to finish charging aaall the way to 100%...fortunately, he stopped at 95% when he realized it would take another 25 minutes _x1f600_",NEGATIVE
5074,295052,"It's great if you need a Holiday In Express but not so great if you need a place to use the bathroom or eat while you wait.  IHOP, McDonald's and petro gas station are a little to far and unsafe to walk, special with kids.  Don't feel safe with all the trucker traffic and people spending the night in their cabs.  Seen one too many movies of abductions, I guess.  Getting 280 miles an hour. ",POSITIVE
5075,295050,Would not read card. No response whatsoever on station #3. Other station has a car plugged and working.,NEGATIVE
5076,295049,1 free spot,POSITIVE
5077,295048,"Hard to locate, 1st floor of parking garage behind The Michelson.",NEGATIVE
5078,295046,"The L-2 Chargers worked successfully,     had some issues with the L-1 outlets, it could be my extension cords.",POSITIVE
5079,295044,Enjoying my Coffee Cultures treat. That and my charge will now get me to the cottage. Thank you Wingham!,POSITIVE
5080,295040,Level 2 has broken touch screen but still successfully charged. ,POSITIVE
5081,295039,Right side QC does not work.  Called blink and they couldn't get it to work from their end.  Car parked on left successfully charging.  ,NEGATIVE
5082,295038,Error code 42 on the CCS side. ,NEGATIVE
5083,295036,Center charger still busted. ,NEGATIVE
5084,295035,"Outlets are not meant for charging, would need an extension cord and would have to be in very specific spots near the outlet",NEGATIVE
5085,295033,error. tried holding stop button reset it twice but no go,NEGATIVE
5086,295030,CCS OK,POSITIVE
5087,295029,Orange fiat left a note indicating they were unplugging my car since my car is a hybrid and his is not - this is extremely rude as I had only been in the spot for 1 hour and the limit is 2. It would have been more appropriate for him/her to leave a note on my car asking for me to plug them in when I leave! Also left their dog in the back seat!!!! ,NEGATIVE
5088,295024,spark dcfc success,POSITIVE
5089,295023,chademo on combo charger not working. communication error,NEGATIVE
5090,295022,"Let a manager know about the broken charger, he said they'd look into it. ",NEGATIVE
5091,295020,I'll be at the Pat Santos Birthday Party.,POSITIVE
5092,295017,thank you for the chargers!,POSITIVE
5093,295014,Off I-35 go east right between the two sets of outlets.  Enter the Premium outlets parking lot behind the mall and drive around the back to find.  It's on the BACK of the mall.  Next to the Tesla Superchargers.  Chademo works great.  While charging step into the food court or walk to Taco Bell or Wendy's.,POSITIVE
5094,295011,"One charger threw a diagnostic error, it's the table towards the store with the damaged connector on the side of the station. Other one appears to be working.  Spaces have faded paint marking them as charging spots. ",NEGATIVE
5095,295009,"CHAdeMO works on both the Nissan station and the combo station, though can't vouch for CCS side.",POSITIVE
5096,295006,Not working.  Power to the charger might have been turned off.  Person who happened to be parking in the driveway at the time said I would not be able to reach the owner of the charger.,NEGATIVE
5097,295005,Went there today the level 3 all said connecting error. I called NRG and they said they've been having problems with the charger!,NEGATIVE
5098,295002,Used level 3. Worked fine. ,POSITIVE
5099,295000,Anyone wanna share the access code :) lol they should at least give one to alumni too!,POSITIVE
5100,294998,2nd visit to this restaurant to charge'n'eat.,POSITIVE
5101,294997,Level two chargers free but requires charge point card installed ,POSITIVE
5102,294996,"Reliable pit stop. This is my first visit here in 3 weeks... I'll probably get an ""abuser"" letter for it....",POSITIVE
5103,294993,It finally works,POSITIVE
5104,294991,Corner spot is still broken... Borrowed the charger from the White Volt parked next to me... Thanks yours was fully charged.,POSITIVE
5105,294988,"Little pricy for a Volt, but a premium parking spot.",POSITIVE
5106,294987,the handle is defective  needed to tie string around trigger handle to keep it locked,NEGATIVE
5107,294986,The charger is a Level Two Bosch and it is working.  ,POSITIVE
5108,294983,"The shorter Blink charger doesn't seem to be working, possibly too much dirt in the plug.",NEGATIVE
5109,294982,"Stopped in to see while in my gas car.  Chademo on the right, CCS combo on the left. -- checkin created before location officially marked open",POSITIVE
5110,294981,"The charger is working, it is limited to 2-hours and will then turn off.  ",POSITIVE
5111,294978,"This charger is limited to a FREE 2-hour charge, and it is working.  ",POSITIVE
5112,294976,System not online -- checkin created before location officially marked open,NEGATIVE
5113,294972,Charged Model S with Chademo adapter,POSITIVE
5114,294970,Pretty easy to find and started up pretty quickly. ,POSITIVE
5115,294968,CCS still broken.........,NEGATIVE
5116,294967,Most spots ICEd. Only available charger (left side) was inoperable. ,NEGATIVE
5117,294966,Both spots in use. They need more here. ,NEGATIVE
5118,294964,Asked service dept  if I could charge my volt. Super nice and helpful,POSITIVE
5119,294963,Temp error again!!!,NEGATIVE
5120,294961,"What makes you think that is my pseudonym? How you were able to make the connection is beyond me. This is the only account I have. Evidently, you are the only person who feels I pollute plugshare. In fact, many feel that I do a great service by providing updates about inoperable stations.",NEGATIVE
5121,294955,no $10 charging access fee... just  $5 flat rate parking on Saturday daytime and 40 cents charging per hour ,POSITIVE
5122,294954,CCS OK,POSITIVE
5123,294951,"TY Kohl's, a little charge and a little shopping.  Great way to get people into your store !",POSITIVE
5124,294949,price too high for 30 min charge,NEGATIVE
5125,294948,Front chargers ICED ... yet again.,NEGATIVE
5126,294947,merci pour la charge gratuite      nous essayons présentement un petit restaurant de Louiseville          l'Auberge du pétillant ,POSITIVE
5127,294944,Using the free Chargepoint. ,POSITIVE
5128,294943,Location is a bit of surprise. The places to eat are a bit of a hike from the lot. We ate at Normandin.  Nice place but my car was charged before our food arrived. ,POSITIVE
5129,294941,Ayy lmao,POSITIVE
5130,294933,had to wait for a space . nissan leaf license 7hzm242 parked not charging. ,NEGATIVE
5131,294930,Quick stop for water at Walgreens:-),POSITIVE
5132,294928,"Great location, free charge :-)",POSITIVE
5133,294926,Quick charge STILL out of service and they wouldn't move the dealer cars so I could use the L2 ones. Customer service fail,NEGATIVE
5134,294924,Charging. I will only go to 80% to avoid over heating. 1 Person in line waiting. ,POSITIVE
5135,294920,"had to use one of the several level 2 charger here because the DC quick charge is not working (at least for my vehicle, 2015 Leaf)",NEGATIVE
5136,294918,"tried 100 times to get the level 3 DC charge to work with my 2015 leaf.  kept giving and error msg for the connector then the machine. tried reseting with the stop button most of the time tried using the disconnect switch a few times and a couple of the emergency button. ( have to reset with the switch after pressing the emerg button.) unplug my car all the time, blew out the connector and even  banged it on the ground nothing worked. was so adamant cause a guy before me just finished a full charge to 86% right before me. The machine at Markham civic center is far superior! ",NEGATIVE
5137,294916,Working fine for Combo,POSITIVE
5138,294915,"This is an interesting supercharger location.  Arby's parking lot with 8 chargers broken into 2 separate areas with 4 chargers each.  Behind Arby's, in front of Home Depot.  Texas road house, dicks sporting goods, coyote canyon, Freddie's custard, on the border, Jason's deli and Buffalo Wild Wings all walking distance.  Most Versatel spot to date.  266 miles and hour down.  ",POSITIVE
5139,294911,I3 that is not charging is holding the spot,NEGATIVE
5140,294910,"Planning on charging overnight, but contact info is on dash - please don't hesitate to use if you need need to charge!",POSITIVE
5141,294909,"How is that different from using your pseudonym, Mark and Claudia? The real tragedy of the commons are pointless complaints polluting plugshare. No wonder folks stay anonymous.",NEGATIVE
5142,294908,"A fully charged Fusion, taking up the charging station :-(",NEGATIVE
5143,294906,Thank you Oxford Suites. Front desk was helpful in getting a car moved that was blocking.,POSITIVE
5144,294905,"Easy access. Enter Michel parking lot from culdesac (end of Greenwhich Drive). There's also fast food 1 mile away on Governor. If all EV spaces occupied (highly unlikely), there's 2 GE charge outlets in the adjacent UCSD parking structure",POSITIVE
5145,294902,Spot for charger taken by dealer courtesy car again.  Spot next to it reaches still.,POSITIVE
5146,294901,It is insane to require a membership fee at a facially that charges $54 dollars a day parking.  ,NEGATIVE
5147,294899,"ICE'd.  Avec un tournoi de soccer, un tiers du stationnement fermé en raison des travaux et toutes les autres activités, toutes les places étaient prises, y compris l'espace devant la borne par une Corolla.          Aucune signalisation pour réserver l'emplacement à la recharge.",NEGATIVE
5148,294894,"There are some things nearby, but the times they are open are very limited.  May places closed by 2pm almost all the rest by 4 or 5pm.  Check out the map board in front of the charges to see what is located where.  It's not too much of a walk.",POSITIVE
5149,294892,Both chargers are down. It appears as though the power is shut off.,NEGATIVE
5150,294890,Charged Aug 14 with the Chademo. Great stop! Great breakfast sandwiches!,POSITIVE
5151,294889,"Thanks for the charge earlier today, NJCAR!",POSITIVE
5152,294888,Used the charger on Aug 14. Easy to get to and just across the street from downtown.,POSITIVE
5153,294886,6 kw,POSITIVE
5154,294884,"2 spots open. No line, goodluck! ",POSITIVE
5155,294882,Awesome!,POSITIVE
5156,294881,Walgreens is closed. The charging station is still available. ,POSITIVE
5157,294880,"merci à la Cité de l'énergie, grace a vos bornes gratuites  nous avons pu visiter votre site.           Nous reviendrons l'an prochain pour une plus longue visite",POSITIVE
5158,294878,"Station wouldn't read my card, and calling chargepoint, they couldn't access the station via the network to enable it for me",NEGATIVE
5159,294875,"Correct, and if you need 120v charging, the Sandrift is very EV welcoming. tesla hpwc and 20 amp out let available",POSITIVE
5160,294872,"Luckily, I made it here after I discovered the Holiday Inn quick charger was out. Thanks, Paramus Nissan!",POSITIVE
5161,294867,Mon to Friday 7:30 am to 6:30 pm only,NEGATIVE
5162,294866,Kman be here,POSITIVE
5163,294864,works well,POSITIVE
5164,294863,Apparently this Chargepoint charger also accepts Blink....,POSITIVE
5165,294860,I could only get C charger station one to activate. The other C chargers wouldn't work for me. ,NEGATIVE
5166,294857,#CharlotteElectricAutoAssociation,POSITIVE
5167,294849,Same error code 11 message. #CharlotteElectricAutoAssociation,NEGATIVE
5168,294848,"Station ""offline"" and unavailable. Great! Now my mother-in-law and I are stranded. I'll never trust these guys again.",NEGATIVE
5169,294841,A few of the stalls are blocked off but there are still 2 stalls that have easy access to the chargers,POSITIVE
5170,294840,"Two identical stations, both working. ",POSITIVE
5171,294830,Still no sign of progress -- checkin created before location officially marked open,NEGATIVE
5172,294828,Just me here. No ICEd spots. ,POSITIVE
5173,294827,Out of commission ,NEGATIVE
5174,294825,Out of commission ,NEGATIVE
5175,294819,#CharlotteElectricAutoAssociation,POSITIVE
5176,294817,"If you are not a patient or visiting a patient, the staff have been told to no longer provide validation for the general public using the Blink chargers. No news if they will move the chargers to a public spot in Parking Structure 2 as originally planned previously. ",NEGATIVE
5177,294816,Fantastic pulled pork sandwich!,POSITIVE
5178,294815,RFID scanner didn't work. Had to call to activate.,NEGATIVE
5179,294812,"got some Hawaiian for lunch, and was 100% by the time I finished!",POSITIVE
5180,294810,Tesla and owners i3 charging when I arrived. Owner unplugged _x1f607_and let me charge. Great lunch☺️. This place is great. ,POSITIVE
5181,294808,"This is a pay-per-charge. We didn't use it, but it looked good.",POSITIVE
5182,294805,"They just put it in, and were very pleased to see us: the first, as far as they knew, to use it. Went well.",POSITIVE
5183,294803,"California Pizza Kitchen validates for parking, upstairs. Odd, most restaurants & shops not opened during the weekend. However, plenty to see & do nearby:-)",POSITIVE
5184,294802,"Tomboys Burgers is directly across the street, hours 6am to 10pm. Pretty good chili dog.",POSITIVE
5185,294799,Quick charge not initiating properly.,NEGATIVE
5186,294798,"I tested my car here because the outlets are NEMA 5-20 (like a house outlet but with the horizontal plug option). They should deliver more amperage than a standard outlet. Alas no. Somehow, it was below the charge rate of any old outlet. I know it wasn't a high power outlet but how did they make it lower than at home???",NEGATIVE
5187,294794,#CharlotteElectricAutoAssociation,POSITIVE
5188,294791,Huge solar panels power this amazing station!!,POSITIVE
5189,294789,Thank you TD! It's incredible to see this station. The solar panels are huge!!,POSITIVE
5190,294780,All 4 chargers in use.,NEGATIVE
5191,294779,"Good knitting store directly across 120th, past Browns Social House, beside Safeway. ",POSITIVE
5192,294776,Works great! ,POSITIVE
5193,294775,Both chargers have had issues. Confirmed with store staff. Keep getting the message that I need to contact owners and get added to the User List. Whatever that means. ,NEGATIVE
5194,294774,1+!!  Is this the first Veefil to be installed in the US?,POSITIVE
5195,294773,sitting at the couches in the mall. message me if you need to reach me,POSITIVE
5196,294771,"Works with Tesla CHAdeMO adaptor.          196 km of rated range per hour of charge.     34 kW     94A 380V          Thank you City of Markham!       And yes, I filled out the survey.  :-)",POSITIVE
5197,294770,Only one of two working (the one on the right). Only getting 22 Amps but that's ok for an overnight stay ,NEGATIVE
5198,294769,"out of service,  the connector  cable has been removed",NEGATIVE
5199,294761,"Great location, safe parking, free on the weekends...parked here while attending Taste of Champagne...there was 3 Clipper Creek chargers (30A). ",POSITIVE
5200,294749,First parking spot on the right. ,POSITIVE
5201,294748,2 chargers were occupied and the 3rd was offline.,NEGATIVE
5202,294741,This charger still doesn't work. ,NEGATIVE
5203,294738,"super cool, is it still complimentary? ",POSITIVE
5204,294737,EVgo DCFC requires membership(?) Normal charge is free for LEAFs,POSITIVE
5205,294735,Woohoo! Chargepoint installed a Veefil!,POSITIVE
5206,294733,"Charger was blocked, but only took a few mins for the ""technician of the month"" to come move his truck for me, which I appreciated.  Its not his fault they haven't figured out a better spot, but after hours I have to this point been able to reach from the side. ",NEGATIVE
5207,294732,"Im waiting for white leaf . Please plug me when u done . I might come back around 3:00 pm. If anyone want to charge, please unplug and use it. Thanks ",POSITIVE
5208,294730,"L2 Eaton on the far right is out of order, but everything else is working fine including L3",POSITIVE
5209,294726,I3 chargin,POSITIVE
5210,294723,"Changed to restricted access based on last checkin. If this is not the case, please fix, but also train security. ",NEGATIVE
5211,294722,How blessed are we to even get another one it was getting busier and busier with just two this third charger will make a difference. Just remember to move your cars once done so all cars get a fair chance ,POSITIVE
5212,294715,"FYI, this is not in the ""main"" parking lot where you would park for JCPenny and Target. The entrance is actually closer to what I think of as the Americana side, you can't miss the big white squares of the bloomingdale's entrance and In n Out on the ground floor.  Just saying, because I drove around the Lot closest to Target for a while and it only has three levels. ",POSITIVE
5213,294712,chademo gives 120 amps for 130+ mph charge on Model S ,POSITIVE
5214,294710,"Once Again, this station is down. Might as well take this one off the plug share map. ",NEGATIVE
5215,294694,Be advised that the ChaDeMo quick charger at this location has been down since January 2015.  The owner (Cracker Barrel) decided not to repair this charger.  ,NEGATIVE
5216,294693,one charger in use,NEGATIVE
5217,294691,Lt blue fiat 7kjv589  you unplugged me and left a note in your plug not to unplug you.  You got to me joking ,NEGATIVE
5218,294690,"light blue fiat, shame on you for unplugging someone else while charging and put a note asking for someone not to unplug your car.           first come, first serve.  got manner?",NEGATIVE
5219,294689,error code 32. Reported to Greenlots.,NEGATIVE
5220,294684,Does not appear to be free. Handle won't unlock and it has credit card icons on it. I took a pass.,NEGATIVE
5221,294683,DC charging not working,NEGATIVE
5222,294682,Between the hotel and Tim Horton's. Plenty to eat nearby but only fast food. ,POSITIVE
5223,294680,a very expensive charging station but. .. works in a jam.  you'll need to buy a day parking pass $2 to charge if you don't go to school here. ,NEGATIVE
5224,294676,Line out the door to use the QC today,NEGATIVE
5225,294665,Using the DC charger for 20 min (until 2:25p today),POSITIVE
5226,294663,"used chademo 1x since opening. may be ice'd during day. please politely ask staff for service to move any car, and properly store cable after use.",POSITIVE
5227,294661,"used chademo 1x since opening. may be ice'd during day. please politely ask staff for service to move any car, and properly store cable after use.",POSITIVE
5228,294658,"used chademo 2x since opening. may be ice'd or EV'd next to service bay during day. please politely ask staff for service to move any car, and properly store cable after use.",POSITIVE
5229,294656,90 minutes ree parking!,POSITIVE
5230,294655,used chademo about 7 times now since it's been open works great. if the unit is off please use l2 while unit starts up may take upwards of 30 mins to boot. if unit in is ice'd politely ask staff for service to move the car. if you're planning a trip give yourself an hour window this is a very busy location. also one of the 3 l2s was run over; please put back cable's properly.***,NEGATIVE
5231,294653,iced,NEGATIVE
5232,294652,iced,NEGATIVE
5233,294649,Still getting error code 11,NEGATIVE
5234,294647,charge on the way up and back from Maine Aug 14 and 17. Excellent power levels. Met some nice fellow Tesla owners. My wife bought something a Macy's ... so didn't feel so bad about using their restrooms! :-) Perfect location for a Supercharger ,POSITIVE
5235,294646,addenergy card didnt work :(,NEGATIVE
5236,294642,What a great experience. Pulled in with my Tesla with about 60 miles left. Young attendant waved me over to the charger when I drove in. Used the CHAdeMO. Only had the car about 3 days before this road trip. Showed me how to use the CHAdeMO with my adapter. Very cool. Was completely charged in a couple of hours while we had dinner. Really nice people. ,POSITIVE
5237,294641,To the silver tesla that used the quick charger this afternoon. Don't press the Emergency Stop Only button to stop your charge. Swipe your card again to stop charging. It causes the charger to completely not work. ,NEGATIVE
5238,294638,Stopped by on Sunday August 16. CHAdeMO still not operating but charged my new Tesla on the Level 2 from 3pm to 9pm. When I arrived there was a new Leaf with the sticker still on it that was plugged in but fully charged so I disconnected it and plugged in. Hope that was ok. Talked to the folks at Lee Nissan before I drove up to Maine. They could not have been nicer. Car charged at 18 miles per hour. Thanks so much. ,NEGATIVE
5239,294629,Charger 2 seems to be broken but he others work!,POSITIVE
5240,294625,"RAV4 EV. Charging at south unit (left), white volt in other spot. OK to unplug if you need. Valet may allow you to park adjacent.",POSITIVE
5241,294621,Ready for the next charge.,POSITIVE
5242,294617,2nd floor charger had low voltage - 3rd floor worked fine!,POSITIVE
5243,294611,Staff was helpful and friendly,POSITIVE
5244,294607,No cord,NEGATIVE
5245,294606,"Just Level 1 charging, and you have to bring your own cord",POSITIVE
5246,294604,"Ok to unplug after 1:25 pm, thanks!",POSITIVE
5247,294600,#CharlotteElectricAutoAssociation,POSITIVE
5248,294599,Food across the street,POSITIVE
5249,294598,Charger down.,NEGATIVE
5250,294595,Single Chademo not working.  Had to use combo DC.,NEGATIVE
5251,294594,Good DC Charge,POSITIVE
5252,294592,"If your in need of a charge, message me on here...... thanks again Knoebels",POSITIVE
5253,294590,Hotel has underground parking.  Entrance toward west end of parking lot.  Free parking and charging for guests.,POSITIVE
5254,294588,"convenient charging at 30 amps, giving 17 mph charge in Tesla Model S.",POSITIVE
5255,294585,Merci ai zoo!,POSITIVE
5256,294581,Whoever uncharged me please plug me back since I am not even done,NEGATIVE
5257,294576,still free I think. ,POSITIVE
5258,294575,Feel free to unplug me if you need the charge. Thanks for the free charge!,POSITIVE
5259,294572,"All chargers were off. I notified mall security, but not sure if they took care of it. ",NEGATIVE
5260,294570,Quick breakfast & back on the road in about 45 mins _x1f60a_,POSITIVE
5261,294567,all stations filled with non EV cars. Spots not marked EV only. So annoying!,NEGATIVE
5262,294566,"Beware     Chased away by security from the company that has the chargers on their property, even though it is showing on plug share and in the onboard gps     If you are really low on battery and need to charge desperately, do not go here, they will not let you charge unless you are an employee.",NEGATIVE
5263,294565,All three spots filled with non-EV cars. parking spaces NOT marked EV-only. VERY frustrating!,NEGATIVE
5264,294564,Access will be hard or impossible while there's a special event on August 22nd.,NEGATIVE
5265,294560,"150822 08:00 Stopped by, no power. Will swing by around 11am.",NEGATIVE
5266,294559,"In addition to the main charger, there is a NEMA 14-50 outlet on the bottom of the post. Bring your UMC so you have a backup if someone is using the EV plug!",POSITIVE
5267,294558,Awesome new equipment! I can't wait for them to upgrade all the equipment in the area. ,POSITIVE
5268,294556,spot full,NEGATIVE
5269,294554,Works great! ,POSITIVE
5270,294547,Using QC.,POSITIVE
5271,294542,Enjoying an iced coffee on the patio. ,POSITIVE
5272,294541,"My Leaf was running on 8 miles because I was depending on this charging station being here. Well, I'm here and no charging stations. Asked the Safeway associates and no one has ever heard or seen it. WHERE DID IT GOOOOO? ",NEGATIVE
5273,294540,Grand opening today at 10 AM -- checkin created before location officially marked open,POSITIVE
5274,294538,"I plugged into this location expecting to continue my trip to California.  My screen started freaking out. Got several warnings: car needs service, car might not start again, 12 volt battery error, charge cable malfunction, car will not start, call service.    So.... Long story short, called tesla service they did diagnostics over the phone.  Determined there was something wrong with the battery.  They hired a tow truck to send the car 3 hours to Kansas City.  Gave us a rental car and a hotel in Kansas City. They received the car after hours but stayed late (after midnight) to fix the car. Also opened on Saturday. (Usually closed) to prep it and wash it and then drove it to our hotel full charged.  Yes it's a bummer driving 6 hours out of our way and losing a day of vacation but it's hard to be mad when you have service like that. They went above and beyond.... Audi wouldn't do that for me.  Nor ford.  Thanks Tesla.  Your customer service is perfect. ",NEGATIVE
5275,294536,Topped up here on the way to Yosemite. Convenient location. Receptionist provided me with map of all their charging locations on site.,POSITIVE
5276,294535,CHAdeMO works!,POSITIVE
5277,294529,Still broken.  Reported to Charge Point.,NEGATIVE
5278,294523,Located in a hidden corner of the plaza next to GAP store and TOMMY HILFIGER,POSITIVE
5279,294521,Excellent! Thank you ScottTech for the HPWC.,POSITIVE
5280,294511,CCS @ 48.5 kW _x1f60e_,POSITIVE
5281,294509,No open spot,NEGATIVE
5282,294506,Stopped last night and the entire station was disabled.,NEGATIVE
5283,294492,"I also saw a lot of error code 13s in the fault history. This error code is displayed when the emergency stop switch (round, red button on the CHAdeMO door) is engaged. To disengage this button and close the internal circuit twist the button clockwise. This will clear the error code 13 and allow you to charge normally. ",NEGATIVE
5284,294490,Just finished retrofitting some upgraded components on this fast charger. Station is networked and both connectors are available with the Greenlots app and RFID card. You should see full power 399V @ 120A for 48kW) if you are charging below 70%. From 70-100% the charger will taper power to reduce battery degradation. Happy charging,POSITIVE
5285,294485,Thanks for saving me during an early morning charge!,POSITIVE
5286,294483,"Black screen. Ask attendant and he said it's been ""awhile"" since it's worked. Says it's run by SigNet.",NEGATIVE
5287,294482,ICE'd by the dealership! It was late at night so their cars were parked in front of the DCQC. Used an available level 2 for a short time.,NEGATIVE
5288,294480,Not a bad stop. Strip mall nearby and a few places to eat.,POSITIVE
5289,294473,"This appears to be repaired, and FREE again!  I wasn't here with an EV but it looks like it is back in service. -- checkin created before location officially marked open",POSITIVE
5290,294472,"14-50, 10-30 at all RV sites. Coin operated washer and dryer. Two cabins for rent.     Friendly owners, but have little experience with EV´s.  Owners were not there during my 2.5 hour stop. I put $10.00 and a note in the slot at the office. ",POSITIVE
5291,294470,no issues with handle this time!!!_x1f60a_,POSITIVE
5292,294468,"Just retrofitted some upgraded components that will the error code 32 you've been seeing. Charger is currently operating at 1/3 capacity (14-18kW) until I can return to replace power modules. Additionally error code history on this unit is showing a lot of error code 13s meaning the emergency disconnect switch (round, red button on CHAdeMO connector door) is engaged. Simply twist this button clockwise to close the circuit and clear the error code 13. ",POSITIVE
5293,294461,"The Chademo here should be avoided. Unless you have a Seward Park-issued RFID, you *cannot* charge. Aerovironment was difficult to deal with over the phone.",NEGATIVE
5294,294457,Spoke with Greenlots last night 8-21. They have an open repair ticket for this station. I'll post here when I hear something from them. This location needs an EV sign. ,POSITIVE
5295,294453,Scanned my Visa to get the charger working. Haven't received my barge point card as yet. Not sure the fee?,NEGATIVE
5296,294449,Next time your there try cleaning off debris from filter on bottom left side of unit. That may help somewhat. ,POSITIVE
